iter	Logloss	AUC
860	0.04083299006	0.9997742097
861	0.04080213529	0.999772734
862	0.04077261861	0.9997771612
863	0.04073819795	0.999778637
864	0.04059154878	0.9997889673
865	0.04053441653	0.9997815885
866	0.04050069144	0.9997889673
867	0.04038964652	0.9997948703
868	0.04032979909	0.999796346
869	0.04021576904	0.999796346
870	0.04015348807	0.9997933945
871	0.04010196898	0.9997978218
872	0.04005053058	0.9997978218
873	0.03999042618	0.9997978218
874	0.03990110926	0.9998066763
875	0.03982153143	0.9998037248
876	0.03971331684	0.9998052006
877	0.03966312779	0.9998052006
878	0.03958350955	0.9998066763
879	0.03949835053	0.9998096278
880	0.03939735636	0.9998140551
881	0.0393775451	0.9998125793
882	0.03927195069	0.9998155308
883	0.03919559976	0.9998229096
884	0.0390179979	0.9998229096
885	0.03896336321	0.9998214338
886	0.03891603198	0.9998243853
887	0.03887476465	0.9998243853
888	0.03879388432	0.9998317641
889	0.03875654161	0.9998332399
890	0.03871520847	0.9998347156
891	0.03863723617	0.9998376671
892	0.03860554183	0.9998376671
893	0.03853021893	0.9998391429
894	0.03846514062	0.9998391429
895	0.03838373968	0.9998450459
896	0.03836441141	0.9998450459
897	0.038232173	0.9998494732
898	0.03815373545	0.9998539004
899	0.0381103646	0.9998553762
900	0.03806343544	0.9998553762
901	0.0380079617	0.9998612792
902	0.03793226478	0.9998583277
903	0.03790387878	0.9998583277
904	0.03782314989	0.9998627549
905	0.03772420816	0.999874561
906	0.03765357293	0.9998716095
907	0.03757230724	0.9998760367
908	0.03747701752	0.9998789882
909	0.03740470879	0.9998789882
910	0.0373238518	0.999880464
911	0.03727153735	0.9998819397
912	0.03722794082	0.999880464
913	0.03719919854	0.9998819397
914	0.03705860014	0.9998878427
915	0.0370482747	0.9998848912
916	0.03697933248	0.9998893185
917	0.03693739244	0.9998878427
918	0.03691803235	0.9998878427
919	0.03686284302	0.9998893185
920	0.03679090822	0.9998893185
921	0.03671318821	0.9998907943
922	0.03666111388	0.99989227
923	0.03662764656	0.99989227
924	0.03655397824	0.9998996488
925	0.03646636082	0.999898173
926	0.03638876195	0.9998996488
927	0.03632813392	0.9999011245
928	0.03625700435	0.9999026003
929	0.03623197004	0.9999026003
930	0.03620793627	0.9999011245
931	0.03614026201	0.9999070275
932	0.03613752476	0.9999055518
933	0.03611694021	0.9999070275
934	0.03607055306	0.9999070275
935	0.03605696821	0.9999070275
936	0.03598060691	0.9999055518
937	0.03590928914	0.9999114548
938	0.03583335033	0.9999188336
939	0.03579876077	0.9999173578
940	0.03574633214	0.9999203093
941	0.03568045929	0.9999158821
942	0.03564661791	0.9999173578
943	0.0356126376	0.9999217851
944	0.03558285135	0.9999217851
945	0.03554861251	0.9999188336
946	0.03551413497	0.9999203093
947	0.03546143845	0.9999188336
948	0.0354216182	0.9999203093
949	0.03538705996	0.9999217851
950	0.03532152602	0.9999217851
951	0.03520998188	0.9999232608
952	0.03516803093	0.9999232608
953	0.0351211492	0.9999232608
954	0.03509698492	0.9999232608
955	0.03505998073	0.9999217851
956	0.03501074535	0.9999217851
957	0.03491968964	0.9999217851
958	0.03481471635	0.9999232608
959	0.0347337363	0.9999232608
960	0.03466867466	0.9999232608
961	0.03464560561	0.9999276881
962	0.03461437548	0.9999276881
963	0.03457792415	0.9999262123
964	0.03454181397	0.9999247366
965	0.03449922438	0.9999262123
966	0.03447366095	0.9999262123
967	0.03441624185	0.9999262123
968	0.03438464893	0.9999262123
969	0.0343668719	0.9999262123
970	0.03436200292	0.9999262123
971	0.03428804846	0.9999321153
972	0.03424509494	0.9999321153
973	0.03422566167	0.9999321153
974	0.03419538897	0.9999306396
975	0.03416870049	0.9999321153
976	0.03410156128	0.9999321153
977	0.03405729872	0.9999321153
978	0.03398896031	0.9999350669
979	0.03393368254	0.9999365426
980	0.03387473033	0.9999365426
981	0.03380957482	0.9999380184
982	0.03377401437	0.9999394941
983	0.03374311779	0.9999394941
984	0.03370442198	0.9999409699
985	0.03367761183	0.9999394941
986	0.03365920207	0.9999409699
987	0.03360745792	0.9999409699
988	0.03355299462	0.9999424456
989	0.03349840244	0.9999409699
990	0.03346095266	0.9999409699
991	0.03342322792	0.9999380184
992	0.03335541197	0.9999394941
993	0.03327080754	0.9999394941
994	0.03320246749	0.9999439214
995	0.03313030072	0.9999453971
996	0.03306305455	0.9999453971
997	0.03295576496	0.9999439214
998	0.03290778237	0.9999439214
999	0.03288803659	0.9999439214
