"site","date","headline","url_address","text"
"datacamp",2018-12-10,"Enter the #DataFramedChallenge for a chance to be on an upcoming podcast segment.","https://www.datacamp.com/community/blog/dataframed-challenge","At the start of Season 2, we¡¯ll randomly select the sender of one of these tweets to chat with Hugo on a podcast segment. The more tweets you send, the more chances you'll have to win. Don't just tweet the same quotation more than once as we'll delete duplicates ;). You can find the podcast episodes on DataCamp, YouTube, and iTunes."
