"site","date","headline","url_address","text"
"kaggle",2018-11-15,"Data Notes: Impact of Game of Thrones on US Baby Names","http://blog.kaggle.com/2018/11/15/data-notes-impact-of-game-of-thrones-on-us-baby-names/","Are Game of Thrones fans naming their babies Sansa and Tyrion? Enjoy these new, intriguing and overlooked datasets and kernels 1.<U+0001F476> Impact of Game of Thrones on US Baby Names (Link) 2. <U+0001F3E5> Skin Lesion Analyzer + Tensorflow.js Web App (Link) 3. <U+0001F393> Where do People Learn ML / DS? (Link) 4. <U+0001F4B0> What Makes a Kaggler Valuable? (Link) 5. <U+0001F4BE> What Software do Kagglers Use to Code? (Link) 6. <U+0001F40D> A Deep Dive into the Usage of R, Python, or Both (Link) 7.<U+00A0><U+0001F47D> UFO Report Analysis - MapPlots (Link) 8. <U+0001F4DD> Dataset: 2018 Kaggle ML & DS Survey (Link) 9. <U+0001F691> Dataset: CMS Estimated Uninsured People (Link) 10. <U+0001F4C8> Dataset: AMEX, NYSE, NASDAQ Stock Histories (Link) Working with image data? Try using scikit-image to process it all! Copyright ¨Ï 2018 Kaggle, All rights reserved."
