"site","date","headline","url_address","text"
"kaggle",2019-01-03,"Data Notes: Malaria Detection with FastAI","http://blog.kaggle.com/2019/01/03/data-notes-malaria-detection-with-fastai/","Hockey, climate change, and mosquitos: <U+00A0>Enjoy these new, intriguing and overlooked datasets and kernels 1. <U+0001F691> Malaria Detection with FastAI V1 (Link) 2. <U+0001F477> Attrition in an Organization || Why Workers Quit? (Link) 3. <U+0001F1F0> Kaggle Competitions Dashboard (Link) 4. <U+0001F952> Real-time Dashboard on SF Restaurant Scores (Link) 5. <U+0001F4C8> Climate Change Dashboard (Link) 6. <U+0001F3D2> Checking in on Checks and Other NHL Play-By-Play Data (Link) 7. <U+0001F460> Fashion-MNIST ¡ß (CNN-Keras) (Link) 8. <U+0001F307> Dataset: Seattle Airbnb Listings (Link) 9. <U+0001F4F8> Dataset: Malaria Cell Images (Link) 10. <U+0001F441><U+FE0F> Dataset: Helen Eye Images (Link) Can¡¯t decide on hyperparameters? <U+00A0>Try using Hyperopt! Copyright ¨Ï 2018 Kaggle, All rights reserved."
