iter	Logloss	AUC
136	0.3438338083	0.921128599
137	0.34297679	0.9215888077
138	0.3427870173	0.9216473797
139	0.341777613	0.9223418765
140	0.3412213084	0.9223920811
141	0.3411377299	0.9224339182
142	0.3409241006	0.9225761645
143	0.3400901711	0.9229526989
144	0.339816231	0.9231367824
145	0.3398008241	0.9231618847
146	0.3394153463	0.9233710704
147	0.3393715151	0.9233710704
148	0.339295354	0.9234463773
149	0.3392399501	0.9235384191
150	0.3386378117	0.9237643397
151	0.3385664819	0.923789442
152	0.3378735894	0.9243584273
153	0.3368029662	0.9247349616
154	0.3362733915	0.9252411912
155	0.3358119221	0.9255758884
156	0.3353845915	0.9258687485
157	0.335154872	0.9260695668
158	0.3346508107	0.9261783434
159	0.3339224262	0.9266720218
160	0.3339065292	0.926655287
161	0.3334664214	0.9268226356
162	0.3328783505	0.9269816168
163	0.332779464	0.9270318213
164	0.3325271369	0.92719917
165	0.3322881861	0.9273832534
166	0.3316003085	0.928035913
167	0.3315514282	0.9280024433
168	0.3312867807	0.9281112199
169	0.3308519419	0.9285128566
170	0.3306971473	0.9285128566
171	0.3306877058	0.9285463263
172	0.3302931024	0.9287304098
173	0.329973933	0.9287973492
174	0.3295870172	0.9289646978
175	0.3294729979	0.9289312281
176	0.3292687137	0.9290149024
177	0.3288423437	0.9292742927
178	0.328431834	0.9294751111
179	0.3284236891	0.9294751111
180	0.3278798733	0.9296424597
181	0.3275992435	0.9298098083
182	0.3272028799	0.9299436872
183	0.3268953882	0.9302449147
184	0.3265403759	0.9303369564
185	0.3260557743	0.9304289982
186	0.3258035963	0.9305712445
187	0.3255721145	0.9306800211
188	0.3250677255	0.9308306348
189	0.3250584047	0.9308306348
190	0.3244620521	0.9309143091
191	0.3239494449	0.9311151275
192	0.323662014	0.9315502339
193	0.3232032516	0.9318514614
194	0.3228004945	0.9321275866
195	0.3224425513	0.9324622838
196	0.3218345201	0.9326631021
197	0.3213304002	0.9328053485
198	0.3212295772	0.9327718787
199	0.3202326835	0.9332906594
200	0.3202326214	0.9333073943
201	0.3199433774	0.9336755612
202	0.3197728129	0.9337592356
203	0.3191561706	0.9340186259
204	0.3186885308	0.9341357699
205	0.3183245041	0.9342445465
206	0.3180267892	0.934604346
207	0.3175346015	0.9348972061
208	0.3171650211	0.9353657822
209	0.3169944253	0.9354494565
210	0.3168384284	0.9355080285
211	0.3164487919	0.9355247634
212	0.3161035649	0.9359515024
213	0.3156126814	0.9360686464
214	0.3151613811	0.936294567
215	0.3148555083	0.9363196693
216	0.3141977797	0.9369597778
217	0.3137545104	0.9370936567
218	0.3133317691	0.9371856984
219	0.3128039607	0.937235903
220	0.3123975217	0.9376208048
221	0.3118071227	0.9378216231
222	0.3113616792	0.9382065249
223	0.3108429185	0.9384073433
224	0.3101773131	0.9387838776
225	0.3096588871	0.9389010217
226	0.3096572087	0.9389093891
227	0.3093944324	0.9392859235
228	0.308912098	0.9399720528
229	0.3079976505	0.9404657312
230	0.307797536	0.9405494055
231	0.3069562245	0.9408422656
232	0.3063824012	0.9411267582
233	0.3062500451	0.9412857394
234	0.3060108263	0.9413024742
235	0.3054278959	0.9417292132
236	0.3048724839	0.9420388081
237	0.3045938546	0.9421894219
238	0.3042415717	0.9424655471
239	0.3039260568	0.9424739145
240	0.3034004429	0.9426245283
241	0.3032299528	0.9426747329
242	0.3029777677	0.9427584072
243	0.3025521209	0.9430763695
244	0.3022219114	0.9432186159
245	0.301446477	0.9434612713
246	0.300579729	0.9438880103
247	0.3005501312	0.9438880103
248	0.2997096482	0.9443063818
249	0.2992113337	0.9445574048
250	0.2989505723	0.9446578139
251	0.2987075819	0.9447916928
252	0.2980357063	0.9452351666
253	0.2974874119	0.9453021061
254	0.2973065803	0.9454276175
255	0.2970754317	0.9457790496
256	0.2965775509	0.9459380308
257	0.2962712425	0.9461806863
258	0.2958369557	0.9461890537
259	0.2953328416	0.9463145652
260	0.2948506193	0.9464986487
261	0.2942797638	0.9468500807
262	0.2940949881	0.9470425316
263	0.2937806601	0.9471680431
264	0.293336458	0.9472349826
265	0.2928401058	0.9475613123
266	0.2924605834	0.9478039678
267	0.2922727715	0.9477788655
268	0.2918156604	0.947904377
269	0.2914086426	0.9479462142
270	0.2911504554	0.9479796839
271	0.2909564197	0.948021521
272	0.2908391488	0.9481721348
273	0.290506146	0.9482474417
274	0.2900159058	0.9485821389
275	0.2895386919	0.9486992829
276	0.2890642028	0.9492682682
277	0.2888882545	0.9493184728
278	0.2884132814	0.949536026
279	0.2882011839	0.9496615374
280	0.2876160933	0.9499292952
281	0.2870008753	0.9499711324
282	0.2866426372	0.950255625
283	0.2864890608	0.9502974622
284	0.2863109347	0.9502221553
285	0.2855151574	0.9505401176
286	0.2851919889	0.9506572617
287	0.2847711076	0.9507158337
288	0.2844800907	0.950799508
289	0.2839099516	0.9510086938
290	0.2835332037	0.9510756332
291	0.2831871308	0.9511927772
292	0.2829259975	0.9513517584
293	0.2825310648	0.9516278836
294	0.2821500227	0.951577679
295	0.2817661405	0.9515358419
296	0.2814605373	0.951577679
297	0.2811602938	0.9517952322
298	0.2808055836	0.9519793157
299	0.2804538197	0.9522052363
300	0.2798587759	0.9526738125
301	0.2796114751	0.9527993239
302	0.2794065005	0.9529248354
303	0.2791422972	0.9530419794
304	0.2790778264	0.9530838166
305	0.278696922	0.953150756
306	0.2779592047	0.9538201504
307	0.2775223946	0.9540126014
308	0.277307497	0.9542050523
309	0.2768445254	0.9543724009
310	0.2765124141	0.9544226055
311	0.2762580831	0.9545899541
312	0.2762126901	0.9545815866
313	0.2759911472	0.954723833
314	0.2756478778	0.954958121
315	0.2750215811	0.95538486
316	0.274734819	0.955443432
317	0.2742002875	0.9556024132
318	0.2736315692	0.9558115989
319	0.2734056814	0.9556609852
320	0.2732448165	0.9557195572
321	0.2728800359	0.9559120081
322	0.2727473692	0.9560207847
323	0.272607651	0.9560291521
324	0.27226797	0.9559705801
325	0.2721369476	0.9559789475
326	0.2718409618	0.9561462962
327	0.2714133546	0.9564307888
328	0.2706874904	0.9568073232
329	0.2705111448	0.9569830392
330	0.2702259673	0.9571503878
331	0.2699808562	0.9573177364
332	0.2698726635	0.9572758993
333	0.2694501399	0.9573846759
334	0.2693608562	0.9575771268
335	0.2691723726	0.9577779451
336	0.2688528968	0.9578783543
337	0.2683122296	0.9580038658
338	0.2679144807	0.9581963167
339	0.2675894752	0.9584306047
340	0.2673654148	0.9585812185
341	0.2670199545	0.9587485671
342	0.2667794902	0.9587904042
343	0.2662681193	0.9590916317
344	0.2658239681	0.9591334689
345	0.2656774595	0.9591251015
346	0.2654792672	0.9592338781
347	0.2653242673	0.9592422455
348	0.2648254993	0.9594430638
349	0.2644702317	0.9594597987
350	0.2639985647	0.959777761
351	0.2638594608	0.9598363331
352	0.2635428718	0.9600204165
353	0.2629228938	0.9606145041
354	0.2627709589	0.9606563413
355	0.2624451604	0.9608236899
356	0.2623917432	0.9608487922
357	0.2622747772	0.9608320573
358	0.2618166042	0.9612838986
359	0.2616529798	0.9613257357
360	0.2611373804	0.9616771678
361	0.2608468856	0.9617441072
362	0.2606116678	0.9618110467
363	0.2603815131	0.9618863536
364	0.2602923309	0.9619700279
365	0.2599903085	0.9619616604
366	0.2595457408	0.9620788045
367	0.2591040647	0.9622126834
368	0.258888321	0.9623465622
369	0.2586539822	0.962497176
370	0.258469086	0.9626059526
371	0.2580620138	0.9629322824
372	0.2578611695	0.9629573847
373	0.2571699738	0.9636602488
374	0.2568374232	0.96381923
375	0.2562835592	0.9639531089
376	0.256152515	0.9640618855
377	0.2556070446	0.9641539273
378	0.2554120554	0.964128825
379	0.2550658314	0.9641539273
380	0.2547002496	0.9642710713
381	0.2541484003	0.9644551548
382	0.2537727153	0.9647982194
383	0.2535009118	0.9649404657
384	0.2530224921	0.9651078143
385	0.2526690233	0.9650827121
386	0.2521690792	0.9651914886
387	0.2518088264	0.9653086327
388	0.2516970127	0.9653421024
389	0.2510971633	0.965877618
390	0.2508886006	0.96593619
391	0.2507269018	0.9660114968
392	0.2503823348	0.9660617014
393	0.2501210783	0.966111906
394	0.2498970584	0.9661370083
395	0.2497077124	0.96622905
396	0.2495022954	0.9662541523
397	0.2493665066	0.9662708872
398	0.2491421905	0.9662792546
399	0.2488014601	0.9664047661
400	0.2484385596	0.9665553798
401	0.2481277709	0.9666474216
402	0.247920982	0.966655789
403	0.2478105219	0.9666808913
404	0.2475315268	0.966772933
405	0.2473404135	0.9668064028
406	0.2469141782	0.9669821188
407	0.2466188939	0.967082528
408	0.2462586439	0.9671076303
409	0.2459164289	0.9672833463
410	0.245495204	0.9674172252
411	0.2453241324	0.9676013087
412	0.2448367858	0.967684983
413	0.2446679058	0.967860699
414	0.2444773221	0.9679276385
415	0.244023341	0.9681702939
416	0.2433894078	0.9683794797
417	0.2431758035	0.9684715214
418	0.2429894944	0.9685468283
419	0.2428082757	0.9686639724
420	0.2424289344	0.9687392792
421	0.2422968494	0.9688480558
422	0.2420888463	0.9689986696
423	0.241936461	0.969065609
424	0.241721621	0.9691409159
425	0.2412120811	0.9693417342
426	0.241009419	0.9694672457
427	0.2406988295	0.9696596966
428	0.2402244946	0.9698939847
429	0.2400822349	0.9698772498
430	0.2399400592	0.9697935755
431	0.2397607947	0.9697935755
432	0.239491859	0.9699692915
433	0.2393318586	0.9700111287
434	0.2390272425	0.9700697007
435	0.2388059772	0.9702370493
436	0.238468574	0.9702956213
437	0.238226526	0.9703792956
438	0.2380770087	0.9704629699
439	0.2378895997	0.9704629699
440	0.2374980508	0.9704964397
441	0.2371007809	0.9706135837
442	0.2366788602	0.9707139929
443	0.2364753653	0.9707641974
444	0.2361727003	0.9707809323
445	0.235918965	0.9708980763
446	0.2357106272	0.9710319552
447	0.2355069025	0.9710905272
448	0.2354234209	0.9711072621
449	0.2352338243	0.9711323644
450	0.2347653287	0.9713833873
451	0.2342506877	0.9715423685
452	0.2335993879	0.9717097171
453	0.2334387599	0.9717348194
454	0.2330907927	0.9719189029
455	0.2328731005	0.9720025772
456	0.2327919707	0.9720444143
457	0.2324304611	0.9722033955
458	0.2323317538	0.9722284978
459	0.232256887	0.9722117629
460	0.2318461133	0.9724376836
461	0.2314694893	0.9725799299
462	0.2310541294	0.9726468693
463	0.2309817698	0.9726636042
464	0.2307407575	0.972680339
465	0.2302436129	0.9728309528
466	0.230105003	0.9727974831
467	0.2299312178	0.9728309528
468	0.2296956029	0.9728644225
469	0.2293879551	0.9730987106
470	0.229274384	0.9731740175
471	0.2290227894	0.9731907523
472	0.2289495711	0.9732158546
473	0.2287324682	0.9733162638
474	0.2284443399	0.9734083055
475	0.2281575733	0.9734585101
476	0.2278956201	0.973650961
477	0.2276457111	0.973709533
478	0.227241459	0.9738434119
479	0.227058334	0.9738685142
480	0.2268651235	0.9739354536
481	0.2264956863	0.9740358628
482	0.2262043438	0.9740693325
483	0.2258988359	0.9742032114
484	0.2257200854	0.974194844
485	0.2255984813	0.9742701509
486	0.2254418085	0.9743287229
487	0.22521629	0.97437056
488	0.2251608892	0.9743872949
489	0.2249926048	0.9743956623
490	0.2248194816	0.9744793366
491	0.2247326419	0.9744709692
492	0.2245162964	0.9745546435
493	0.2244093246	0.9745630109
494	0.2243523836	0.9745630109
495	0.2241940838	0.9746299504
496	0.2240350839	0.9746048481
497	0.2238427523	0.9747303595
498	0.2235946991	0.9748642384
499	0.2235104186	0.9748391361
500	0.2232330841	0.974914443
501	0.2227067968	0.9750232196
502	0.2225158638	0.9750985265
503	0.2223919015	0.9751738334
504	0.2223345979	0.9752073031
505	0.2221503624	0.9753244471
506	0.2220761392	0.9752993448
507	0.2219060365	0.9753328146
508	0.2217164432	0.975399754
509	0.2211579428	0.9755838375
510	0.2210498559	0.9756340421
511	0.2208070198	0.9756758792
512	0.2205844996	0.9756926141
513	0.2202795308	0.9757511861
514	0.2198381513	0.9759352696
515	0.2196911696	0.9759603718
516	0.2194201786	0.9760189439
517	0.2192261322	0.976060781
518	0.2190657865	0.976060781
519	0.2189191186	0.9760273113
520	0.2184981447	0.9761528228
521	0.2184028912	0.9762197622
522	0.2182389409	0.9762783342
523	0.2180667058	0.9763954782
524	0.217785729	0.9765042548
525	0.2176775373	0.9764707851
526	0.2175700051	0.9765042548
527	0.2175124705	0.9764707851
528	0.2173922979	0.9765377246
529	0.2171594649	0.9765711943
530	0.2171080554	0.9765544594
531	0.2170533052	0.9765628269
532	0.2169288308	0.9765879291
533	0.2166770721	0.9766883383
534	0.2164031976	0.9767552778
535	0.2163058525	0.9768389521
536	0.2160433308	0.976972831
537	0.2159388794	0.9769477287
538	0.2156851714	0.9770648727
539	0.2155804171	0.9771234447
540	0.2154659446	0.9771736493
541	0.2153854071	0.9771569144
542	0.2153042473	0.9772322213
543	0.2151513255	0.9772824259
544	0.21507463	0.9772405887
545	0.215014458	0.9772405887
546	0.2147623081	0.977265691
547	0.2145930848	0.9773158956
548	0.214316677	0.9773409979
549	0.2139555873	0.9774581419
550	0.2139006913	0.9774665094
551	0.2135568075	0.9774832442
552	0.2134234447	0.9774581419
553	0.213367125	0.9774748768
554	0.2131616862	0.977575286
555	0.2129844657	0.9776589603
556	0.2127681326	0.9777342671
557	0.2127066233	0.977751002
558	0.2121707914	0.9779099832
559	0.2118317303	0.9780187598
560	0.2112994155	0.9783283547
561	0.2110487609	0.978353457
562	0.2108798301	0.9783785593
563	0.2103720567	0.9785124382
564	0.2101953228	0.9785961125
565	0.2097970771	0.9786546845
566	0.2095074205	0.9787718285
567	0.2093080719	0.97889734
568	0.2090325777	0.9790228515
569	0.2089600183	0.9790646886
570	0.2087808261	0.9791399955
571	0.2086544948	0.9791650978
572	0.2085528442	0.9792069349
573	0.2083603656	0.9793408138
574	0.2079692593	0.9794244881
575	0.207893321	0.9794495904
576	0.2077151887	0.9794914276
577	0.207607273	0.979499795
578	0.2074710081	0.9795416322
579	0.2072559165	0.9795499996
580	0.207096615	0.979558367
581	0.2070425764	0.9795499996
582	0.2069039973	0.9795667344
583	0.2066746306	0.9796253065
584	0.2066202574	0.979616939
585	0.2063247579	0.979675511
586	0.2062790678	0.9796838785
587	0.2061034058	0.9796922459
588	0.2059683829	0.9797340831
589	0.2057843873	0.9797508179
590	0.2057313312	0.9797591853
591	0.2055611212	0.9798093899
592	0.2054499392	0.9798428597
593	0.2051077112	0.9800185757
594	0.2048682523	0.98010225
595	0.2047791594	0.9801524546
596	0.2046495977	0.9802026592
597	0.2044429228	0.9802695986
598	0.2043260676	0.9803281706
599	0.20415556	0.9803783752
600	0.2038871634	0.9805540913
601	0.2038022758	0.9805959284
602	0.2034720595	0.9806796027
603	0.203143229	0.9808553188
604	0.2030103901	0.9808720536
605	0.2028327577	0.9809055233
606	0.2026843845	0.9809473605
607	0.2023995233	0.9809306256
608	0.2021317074	0.9810059325
609	0.2019521	0.9810645045
610	0.2018091141	0.9811398114
611	0.201458205	0.9813322623
612	0.2013510606	0.9813322623
613	0.201173468	0.9814075692
614	0.2010088653	0.9814494063
615	0.2007144986	0.9814661412
616	0.2004572286	0.9815581829
617	0.2002940915	0.9815498155
618	0.2001616618	0.9815832852
619	0.1999071095	0.9816585921
620	0.1997450092	0.9817004292
621	0.1995961418	0.9817422664
622	0.1995168377	0.981733899
623	0.1992666579	0.981792471
624	0.1990800281	0.9818092058
625	0.1988228646	0.9818259407
626	0.198715145	0.9818426756
627	0.198545867	0.9818761453
628	0.1982800107	0.9819012476
629	0.1982326501	0.9819263499
630	0.198012603	0.9819012476
631	0.197794362	0.981968187
632	0.1976964083	0.9820016568
633	0.197520975	0.982026759
634	0.1974475444	0.9820518613
635	0.1972719331	0.9821522705
636	0.1972061952	0.9821773728
637	0.196897992	0.9823028843
638	0.1966753237	0.9823698237
639	0.196469905	0.982336354
640	0.1963880565	0.982336354
641	0.1962887333	0.9824032934
642	0.1962394389	0.9823865586
643	0.1958928079	0.9826124792
644	0.1957747708	0.9826710512
645	0.1957081866	0.9826710512
646	0.1956445197	0.9826710512
647	0.1953666043	0.9827630929
648	0.1950761158	0.982880237
649	0.1948953209	0.982880237
650	0.1948256998	0.9828718695
651	0.1945959926	0.9829471764
652	0.194162208	0.9830392181
653	0.1938241442	0.9831228925
654	0.1937354455	0.9831396273
655	0.1934584913	0.9831981993
656	0.1932646791	0.9831981993
657	0.1931475498	0.9832065668
658	0.1929871348	0.9832065668
659	0.1927654114	0.9832484039
660	0.1926233063	0.9832567713
661	0.1923970748	0.9833822828
662	0.1923009151	0.9834408548
663	0.1922580172	0.9834994268
664	0.1920669796	0.9835496314
665	0.191884201	0.9835831011
666	0.1917530412	0.983599836
667	0.1916163959	0.9836249383
668	0.1915185234	0.9836416732
669	0.1912383683	0.9836835103
670	0.1911633909	0.9836835103
671	0.190973799	0.9837002452
672	0.1905834725	0.9838508589
673	0.1903235284	0.9838257566
674	0.1902931707	0.9838424915
675	0.1901025791	0.9839010635
676	0.1900641922	0.9839094309
677	0.1900055718	0.9838843286
678	0.189869619	0.9839429007
679	0.1897284248	0.9839680029
680	0.1895874028	0.984026575
681	0.1891423605	0.9842106584
682	0.1890175111	0.984260863
683	0.1888465157	0.9842775979
684	0.1887807449	0.9842859653
685	0.1885845063	0.9843361699
686	0.1883803025	0.9844198442
687	0.1882741411	0.9844198442
688	0.1879626223	0.9845286208
689	0.1878931284	0.9845453557
690	0.1876742665	0.9846373974
691	0.187557686	0.9846624997
692	0.1873459779	0.9846959694
693	0.1871700163	0.9847629089
694	0.1869760867	0.9847880111
695	0.1867246211	0.984863318
696	0.1866192795	0.9848549506
697	0.1863529738	0.9849469923
698	0.1862491218	0.98492189
699	0.1860243197	0.9849637272
700	0.185992615	0.9849720946
701	0.1859248996	0.9850222992
702	0.1857608562	0.9850725038
703	0.1856997648	0.9850892386
704	0.18558944	0.9850976061
705	0.1853330992	0.9851896478
706	0.1851539811	0.9852147501
707	0.1850888152	0.9852565873
708	0.1849846142	0.985231485
709	0.1848376207	0.9852649547
710	0.1845330153	0.9853737313
711	0.1840831175	0.985465773
712	0.1839984292	0.9854908753
713	0.1838280206	0.9855578148
714	0.1835225742	0.9857418982
715	0.1834464654	0.9857670005
716	0.1834231811	0.985775368
717	0.1832405983	0.9858172051
718	0.182927892	0.9857670005
719	0.1828781142	0.985775368
720	0.1826955951	0.985775368
721	0.1825395881	0.9858674097
722	0.1824214514	0.985892512
723	0.1823523886	0.9859259817
724	0.1822794744	0.9859343491
725	0.1822329455	0.9859594514
726	0.1821613749	0.9859678189
727	0.1819691898	0.9860514932
728	0.1818405011	0.9860263909
729	0.1817516804	0.9860180234
730	0.1816292467	0.9860431257
731	0.1813906125	0.9861184326
732	0.1812169537	0.9861686372
733	0.1811332263	0.9861937395
734	0.18046993	0.9863861904
735	0.1803985379	0.9863861904
736	0.1802745463	0.9864698647
737	0.1802131066	0.9864531298
738	0.1799581994	0.9864865996
739	0.1799045046	0.9864865996
740	0.1798100664	0.9865451716
741	0.1796326153	0.9865786413
742	0.1795522196	0.986553539
743	0.1793975581	0.9865451716
744	0.1792976462	0.9866372133
745	0.1792692363	0.9866455807
746	0.1791733615	0.9866204784
747	0.1790455566	0.9866037436
748	0.1788835867	0.9866204784
749	0.1788508894	0.9866037436
750	0.1787598171	0.9866372133
751	0.1787183443	0.9866539482
752	0.1786400997	0.9866539482
753	0.1785727048	0.9866372133
754	0.1784372506	0.9866790505
755	0.1782004354	0.986729255
756	0.1780547746	0.9867961945
757	0.1779547157	0.9868212968
758	0.177733359	0.9869049711
759	0.1774592807	0.9869384408
760	0.1773914022	0.9869719105
761	0.177207196	0.9869970128
762	0.1770619714	0.9870806871
763	0.1770379502	0.9870890546
764	0.1769715763	0.9871141569
765	0.1767601577	0.9871810963
766	0.1764328476	0.9872564032
767	0.1763570425	0.9872647706
768	0.1761042095	0.9873149752
769	0.1759264102	0.9873317101
770	0.1758949943	0.9873400775
771	0.1757625823	0.9873400775
772	0.1756632831	0.9873651798
773	0.1755723975	0.9874070169
774	0.1755161077	0.9874153844
775	0.1754735041	0.9874655889
776	0.1754182233	0.9874655889
777	0.1752604076	0.9874237518
778	0.1751022035	0.9874739564
779	0.1749914462	0.987524161
780	0.174880594	0.9875408958
781	0.1747261667	0.9875659981
782	0.1745426331	0.9876245701
783	0.1743685258	0.9876496724
784	0.1743292788	0.9876664073
785	0.1738747747	0.9878002862
786	0.1737884288	0.9878086536
787	0.1737322012	0.9878086536
788	0.1736203452	0.9877919187
789	0.1735013342	0.9878253885
790	0.173420342	0.9878504907
791	0.1733655565	0.9878588582
792	0.1732013476	0.9878672256
793	0.1730082684	0.9878421233
794	0.1729113663	0.9878839605
795	0.1726452569	0.9879843696
796	0.1723848354	0.9880429417
797	0.1722046341	0.9880513091
798	0.1721306389	0.9880513091
799	0.171833633	0.9880847788
800	0.1717308664	0.9881349834
801	0.1715642235	0.9881600857
802	0.1714759978	0.9881935554
803	0.1713569428	0.9882270251
804	0.1710724276	0.9883441692
805	0.1708606442	0.9883274343
806	0.170708026	0.9884111086
807	0.1706659402	0.988419476
808	0.1703942805	0.9884696806
809	0.1702463148	0.9885115178
810	0.1701289273	0.9885115178
811	0.1700884893	0.9885198852
812	0.1699477099	0.9885700898
813	0.1696703998	0.9886370292
814	0.1694695286	0.9887207035
815	0.1693797695	0.9887625407
816	0.1691667319	0.9887709081
817	0.1690639882	0.9888294801
818	0.1690019211	0.9888629499
819	0.1687862606	0.9889717265
820	0.1685855925	0.989021931
821	0.1684665709	0.9890721356
822	0.1683674459	0.989080503
823	0.1682850623	0.9890721356
824	0.1681068444	0.9891307076
825	0.1680631985	0.9891558099
826	0.1680158414	0.9891474425
827	0.167714792	0.9891976471
828	0.1674577347	0.9892227494
829	0.1674226425	0.9891976471
830	0.167377247	0.9891976471
831	0.1673152254	0.9892060145
832	0.1672227242	0.9892143819
833	0.1669863164	0.9892813214
834	0.166747766	0.9893231585
835	0.1666879628	0.989331526
836	0.1664448398	0.9894319351
837	0.1662356219	0.9894988746
838	0.1661724347	0.9895156094
839	0.1659804358	0.9895239769
840	0.1658995951	0.9895574466
841	0.1657579211	0.9895741815
842	0.1655658081	0.9896494883
843	0.1654710225	0.989624386
844	0.1653469813	0.9896160186
845	0.1651439293	0.9896829581
846	0.1650756353	0.9897164278
847	0.1650157942	0.9897164278
848	0.1649887875	0.9897331626
849	0.1649278813	0.9897749998
850	0.1647513032	0.9898419392
851	0.1646494928	0.9899005113
852	0.1645977919	0.9899507158
853	0.1644537622	0.9900009204
854	0.1643518461	0.9900427576
855	0.1642444341	0.9900176553
856	0.1641610522	0.989992553
857	0.1640904243	0.9900678599
858	0.1639993115	0.9900762273
859	0.1639325552	0.9900845947
860	0.1638789822	0.9900929622
861	0.1638042928	0.9901180644
862	0.1635905249	0.9901431667
863	0.1634645599	0.9901599016
864	0.1633169668	0.9902017388
865	0.1630002184	0.9902854131
866	0.1626221704	0.9903941897
867	0.1624420072	0.9904276594
868	0.1623944574	0.9904276594
869	0.1622407701	0.9904192919
870	0.1621412032	0.9904694965
871	0.1620125227	0.9905197011
872	0.1619271566	0.9905531708
873	0.1617986054	0.9905866406
874	0.1617113688	0.9905615383
875	0.1616107029	0.990595008
876	0.1613999162	0.9906368451
877	0.1612928837	0.9906452126
878	0.1612528035	0.99065358
879	0.1611642112	0.9906619474
880	0.1611188013	0.9906619474
881	0.1610745047	0.99065358
882	0.1609874776	0.9906786823
883	0.1609422915	0.9907037846
884	0.1609079152	0.9907037846
